5_nrmse,10_nrmse,20_nrmse,50_nrmse,100_nrmse,Method,Joint
0.9007381796836852,0.9979690313339232,0.9139986634254456,1.0051922798156738,0.8889258503913879,NN,Joint 1
0.8750155568122864,0.5895352363586426,0.5671359300613403,0.6427099108695984,0.5140213966369629,NN,Joint 2
0.7808310389518738,0.6368401050567627,0.7126737236976624,0.7131772041320801,0.4978662133216858,NN,Joint 3
1.3206133842468262,1.1507399082183838,1.3098878860473633,1.0578486919403076,1.4341963529586792,NN,Joint 4
0.8946099877357483,1.1674256324768066,0.8237355351448059,0.8767551779747009,0.995876669883728,NN,Joint 5
1.1618517637252808,1.0459904670715332,1.0905731916427612,0.9771022200584412,0.8868524432182312,NN,Joint 6
0.5871967077255249,0.6042448282241821,0.4940835237503052,0.3801248073577881,0.4100120365619659,PA,Joint 1
0.534420371055603,0.4589727520942688,0.2696173787117004,0.1337817460298538,0.1779474914073944,PA,Joint 2
0.4528650939464569,0.4124273061752319,0.2460080534219741,0.1233186498284339,0.1581635624170303,PA,Joint 3
1.1969789266586304,1.052837610244751,1.1105207204818726,0.5886324644088745,0.992644727230072,PA,Joint 4
0.864273726940155,0.7070339322090149,0.7444539070129395,0.3523095250129699,0.5840974450111389,PA,Joint 5
0.6649457812309265,0.785371720790863,0.5676586031913757,0.3591984212398529,0.4821889102458954,PA,Joint 6
0.9446627497673036,1.0866788625717163,0.8419439792633057,1.014570713043213,0.9857876300811768,PG,Joint 1
0.9833824634552002,0.7502385377883911,0.6669825911521912,0.6071632504463196,0.530523955821991,PG,Joint 2
1.0369113683700562,0.6503983736038208,0.8100236058235168,0.6315893530845642,0.6043770909309387,PG,Joint 3
1.0227766036987305,1.208608865737915,1.1822466850280762,1.02203631401062,1.0190911293029783,PG,Joint 4
1.3530912399291992,0.9982128739356996,0.8354402184486389,0.9351178407669068,1.0259259939193726,PG,Joint 5
1.2295479774475098,1.0386595726013184,1.0255340337753296,1.025875210762024,0.988301694393158,PG,Joint 6
